domain,metadata_comment,ip
collab.pwne.xyz,Possible BurpSuite Collaborator Domain (Unverified),142.93.174.76
collab.rara-af.fi,Possible BurpSuite Collaborator Domain (Unverified),185.20.136.109
collab.rougesquad.com,Possible BurpSuite Collaborator Domain (Unverified),3.96.202.17
collab.secassur.com,Possible BurpSuite Collaborator Domain (Unverified),52.89.232.140
collab.sectest.io,Possible BurpSuite Collaborator Domain (Unverified),173.237.206.167
collab.ssgllc.us,Possible BurpSuite Collaborator Domain (Unverified),165.227.26.79
collab.ssrf.fi,Possible BurpSuite Collaborator Domain (Unverified),80.69.172.139
collab.tcyber.net,Possible BurpSuite Collaborator Domain (Unverified),3.106.166.29
collab.test-2027.shop,Possible BurpSuite Collaborator Domain (Unverified),16.18.105.30
collab.test-slcc.fr,Possible BurpSuite Collaborator Domain (Unverified),51.77.151.114
collab.tevora.org,Possible BurpSuite Collaborator Domain (Unverified),164.92.87.249
collab.threatunit.net,Possible BurpSuite Collaborator Domain (Unverified),44.206.215.180
collab.tm38.tm.pt.y-sec.org,Possible BurpSuite Collaborator Domain (Unverified),35.157.251.198
collab.urmcyber.xyz,Possible BurpSuite Collaborator Domain (Unverified),167.99.92.95
collab.vpn.s-force.nl,Possible BurpSuite Collaborator Domain (Unverified),149.210.173.3
collab.xanthus.dev,Possible BurpSuite Collaborator Domain (Unverified),35.182.250.134
collab.zeroday.dk,Possible BurpSuite Collaborator Domain (Unverified),159.223.217.104
collabo.oast-burp.site,Possible BurpSuite Collaborator Domain (Unverified),211.188.55.128
collabo.tarchimb.com,Possible BurpSuite Collaborator Domain (Unverified),46.224.91.205
collaborator.assured.se,Possible BurpSuite Collaborator Domain (Unverified),16.171.164.1
collaborator.cyscssidcra.com,Possible BurpSuite Collaborator Domain (Unverified),213.61.195.42
collaborator.hckempresas.com,Possible BurpSuite Collaborator Domain (Unverified),20.16.108.198
collaborator.hydra1337.com,Possible BurpSuite Collaborator Domain (Unverified),18.156.85.44
collaborator.ionizetest.com,Possible BurpSuite Collaborator Domain (Unverified),3.25.181.200
collaborator.lanscope-as.com,Possible BurpSuite Collaborator Domain (Unverified),52.192.24.121
collaborator.layer9infosec.nz,Possible BurpSuite Collaborator Domain (Unverified),120.138.30.134
collaborator.meowsec.co,Possible BurpSuite Collaborator Domain (Unverified),52.166.203.119
collaborator.proactivedefense.jp,Possible BurpSuite Collaborator Domain (Unverified),52.196.62.49
collaborator.randoritest.fr,Possible BurpSuite Collaborator Domain (Unverified),212.83.177.83
collaborator.raveneye.com,Possible BurpSuite Collaborator Domain (Unverified),44.213.223.235
collaborator.redlens.link,Possible BurpSuite Collaborator Domain (Unverified),34.231.38.158
collaborator.rest,Possible BurpSuite Collaborator Domain (Unverified),51.81.89.76
collaborator.securexh.com,Possible BurpSuite Collaborator Domain (Unverified),18.190.123.1
collaborator.services.armadin.net,Possible BurpSuite Collaborator Domain (Unverified),136.114.0.95
collaborator.tempest.net.br,Possible BurpSuite Collaborator Domain (Unverified),35.83.41.170
collaborator.tmcyberutils.co.uk,Possible BurpSuite Collaborator Domain (Unverified),20.108.2.76
collaborator01.optivlabs.com,Possible BurpSuite Collaborator Domain (Unverified),168.215.65.90
collabplz.afine.com,Possible BurpSuite Collaborator Domain (Unverified),158.220.115.41
collabtest.secassur.com,Possible BurpSuite Collaborator Domain (Unverified),44.239.161.247
com.techsightlab.com,Possible BurpSuite Collaborator Domain (Unverified),164.92.135.94
conceptatech.live,Possible PureRAT Domain (Unverified),91.92.243.36
condescending-hopper.45-76-183-220.plesk.page,Possible Cairn Domain (Unverified),45.76.183.220
condor2668.startdedicated.com,Possible Mirai Botnet Domain (Unverified),209.126.103.97
cont3xt.rapid44.com,Possible Hak5 Cloud C2 Domain (Unverified),85.215.180.194
contact.rockcreekfiredistrict.org,Possible BurpSuite Collaborator Domain (Unverified),162.243.213.181
contracte.fli.ro,Possible Metasploit Domain (Unverified),82.23.183.184
control.create-microsoft.com,Possible Cairn Domain (Unverified),92.63.180.42
cosmicmangoclub.com,Possible Ligolo-ng Domain (Unverified),85.9.218.238
covenant.vip,Possible Covenant Domain (Unverified),45.56.91.55
cpa.liill.com,Possible wstunnel Domain (Unverified),202.91.35.172
cr.minim5.com,Possible PentAGI Domain (Unverified),137.131.17.202
crm.apexstrategygroup.us,Possible PureRAT Domain (Unverified),195.20.115.80
crow.axispentest.com,Possible BurpSuite Collaborator Domain (Unverified),217.154.55.56
cs.lyahn.eu,Possible CyberStrike Domain (Unverified),5.188.71.115
csgcn.top,Possible CyberStrikeAI Domain (Unverified),207.57.121.71
ctl.sk,Possible BurpSuite Collaborator Domain (Unverified),159.223.28.15
cxq.nz,Possible BurpSuite Collaborator Domain (Unverified),103.106.65.249
cyberfoort.nl,Possible Hak5 Cloud C2 Domain (Unverified),95.179.135.253
cz3.in,Possible BurpSuite Collaborator Domain (Unverified),146.59.195.165
d-offsec.com,Possible BurpSuite Collaborator Domain (Unverified),63.186.8.133
d.huskpup.com,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.98
damonvogel.com,Possible Hak5 Cloud C2 Domain (Unverified),192.227.249.141
dara-collab.com,Possible BurpSuite Collaborator Domain (Unverified),172.105.152.226
dashy.mahitech.in,Possible Mythic Domain (Unverified),141.148.194.147
db.burpbis.com,Possible BurpSuite Collaborator Domain (Unverified),178.62.232.12
dbgcolab.xfcolab.ca,Possible BurpSuite Collaborator Domain (Unverified),64.140.126.59
dcpromotionalproducts.com,Possible Evilginx/EvilGoPhish Domain (Unverified),192.99.70.186
dd.x-pt.net,Possible BurpSuite Collaborator Domain (Unverified),20.77.132.132
de-mirror.api.celestialhq.net,Possible CyberStrikeAI Domain (Unverified),87.120.126.142
de1.fistvpn.online,Possible CHAOS Domain (Unverified),144.31.106.168
deeptutor.honghub.cloud,Possible CyberStrikeAI Domain (Unverified),39.96.117.17
dependencies.oastfy.com,Possible BurpSuite Collaborator Domain (Unverified),20.231.52.128
derp.fuckeverything233.top,Possible Sliver Domain (Unverified),45.125.67.196
dev.vibecu.org,Possible Hak5 Cloud C2 Domain (Unverified),52.11.165.176
device-6078e7c5-f061-4979-b8ea-dc3b3e36e442.remotewd.com,Possible PentAGI Domain (Unverified),121.17.245.130
devlocal.it,Possible Metasploit Domain (Unverified),81.57.0.167
df-ns.net,Possible BurpSuite Collaborator Domain (Unverified),35.177.199.204
dh.ttrs7.cc,Possible DcRat Domain (Unverified),143.92.61.231
dhsk.de5.net,Possible wstunnel Domain (Unverified),85.194.243.117
dirdonfilter.com,Possible PentAGI Domain (Unverified),42.193.227.214
direct.brucesinghinvest.icu,Possible SocGholish Domain (Unverified),51.15.16.116
discomentalguyn.live,Possible PureRAT Domain (Unverified),217.217.97.65
django5570.hostkey.in,Possible PentAGI Domain (Unverified),151.247.219.145
dns1.flashpc.com,Possible Metasploit Domain (Unverified),64.255.203.222
docs.bizcommerce.com.br,Possible Evilginx/EvilGoPhish Domain (Unverified),198.199.82.231
docs.tokencli.us,Possible PentAGI Domain (Unverified),137.220.145.6
docspt-apac.com,Possible CyberStrikeAI Domain (Unverified),38.55.252.139
dolbocloud.mooo.com,Possible AdaptixC2 Domain (Unverified),31.77.161.250
dossier-inzien.com,Possible PureRAT Domain (Unverified),217.60.195.139
down.wwzz8899.com,Possible AdaptixC2 Domain (Unverified),202.73.4.82
dpgtest.com,Possible PentAGI Domain (Unverified),84.247.162.71
dpsk5.kjj.one,Possible PureRAT Domain (Unverified),137.220.194.12
dptfiscal9.armazendanet1.com,Possible PentAGI Domain (Unverified),45.61.135.118
dptzkb.bid,Possible CyberStrikeAI Domain (Unverified),103.101.176.238
dptzkb.bid,Possible PentAGI Domain (Unverified),103.101.176.238
dranlomewall.online,Possible PureRAT Domain (Unverified),38.240.48.155
drawway.com.cn,Possible PentAGI Domain (Unverified),154.217.248.67
duchaslatina.com,Possible Xalgorix Domain (Unverified),158.69.112.34
dxhfg.com,Possible CyberStrikeAI Domain (Unverified),177.211.86.199
e.huskpup.com,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.114
e.sigint.nyc,Possible BurpSuite Collaborator Domain (Unverified),206.189.205.156
easy.113438.xyz,Possible CyberStrikeAI Domain (Unverified),154.219.101.50
ecommerce-fa.ru,Possible AdaptixC2 Domain (Unverified),91.200.84.198
ee.caogancao.com,Possible PureRAT Domain (Unverified),134.122.187.68
efeso.ddnsgeek.com,Possible AsyncRAT Domain (Unverified),45.141.21.177
email-cffex.cloud,Possible CyberStrikeAI Domain (Unverified),101.43.32.60
emberforestlodge.com,Possible Ligolo-ng Domain (Unverified),209.151.153.168
embervalleyrealm.com,Possible Ligolo-ng Domain (Unverified),94.237.62.98
env4-dreambaby.hosted-power.dev,Possible Ligolo-ng Domain (Unverified),94.237.41.43
envios.144.91.112.207.sslip.io,Possible PentAGI Domain (Unverified),144.91.112.207
ert7206373.pro,Possible PureRAT Domain (Unverified),31.56.209.161
escrowsea.com,Possible BurpSuite Collaborator Domain (Unverified),49.0.66.52
esdvx.com,Possible Ligolo-ng Domain (Unverified),192.64.119.191
estrenosok.com,Possible Ligolo-ng Domain (Unverified),192.64.119.210
eusijeo.myds.me,Possible DcRat Domain (Unverified),46.246.6.18
evidence.duki.com.es,Possible PentAGI Domain (Unverified),65.108.90.168
exceptions.omniroutelogisticss.ltd,Possible Evilginx/EvilGoPhish Domain (Unverified),45.154.98.207
exe.cool,Possible Havoc Domain (Unverified),178.128.14.67
exgate.site,Possible PentAGI Domain (Unverified),194.163.144.205
exp.devagroup.com.pl,Possible Pyramid Domain (Unverified),54.38.94.225
f939adfa-0c54-4aa4-9472-529a439f5913.restawhilervpark.com,Possible AsyncRAT Domain (Unverified),158.94.210.177
falcon.sfy.nl,Possible BurpSuite Collaborator Domain (Unverified),37.17.216.149
fastvpn.top,Possible CyberStrikeAI Domain (Unverified),47.242.1.128
fatiaota.shop,Possible PureRAT Domain (Unverified),91.92.42.22
fc.ccsjbbf.com,Possible CyberStrikeAI Domain (Unverified),23.248.249.92
fc.ccsjbfc.com,Possible CyberStrikeAI Domain (Unverified),23.248.249.91
fde.xyz,Possible BurpSuite Collaborator Domain (Unverified),51.75.170.156
ff-ipack.ru,Possible AsyncRAT Domain (Unverified),138.16.178.77
file-opt.com,Possible Mythic Domain (Unverified),134.209.112.52
firstanz.cc,Possible Ransomhub Python C2 Domain (Unverified),38.146.28.93
fish.discafis.org,Possible Mythic Domain (Unverified),172.86.85.185
fleuraia.com,Possible DinDoor Domain (Unverified),93.152.223.159
floraand.com,Possible DinDoor Domain (Unverified),2.27.248.237
flowise.85.121.148.151.sslip.io,Possible CyberStrikeAI Domain (Unverified),85.121.148.151
fonts.varrysections.digital,Possible Evilginx/EvilGoPhish Domain (Unverified),74.0.32.137
fragment.bond,Possible DinDoor Domain (Unverified),2.27.248.116
francodp.dyndns.tv,Possible Brute Ratel C4 Domain (Unverified),37.119.57.195
fs-pc.p0o0q.cc,Possible CyberStrikeAI Domain (Unverified),43.128.229.219
fsrv.eu,Possible Ligolo-ng Domain (Unverified),194.59.31.172
fuggedaboutit.forum,Possible DinDoor Domain (Unverified),94.26.0.7
fujeigroup.com,Possible AsyncRAT Domain (Unverified),195.177.94.101
fwqxzb.com,Possible DcRat Domain (Unverified),45.202.0.111
gaokao666.xyz,Possible CyberStrikeAI Domain (Unverified),101.33.76.38
gcac.sss.itsec.jp,Possible AdaptixC2 Domain (Unverified),153.142.13.183
ge-1.celestialhq.net,Possible CyberStrikeAI Domain (Unverified),87.120.126.142
german2.zabanishumresh.com,Possible PentAGI Domain (Unverified),87.120.126.231
gfsverify.com,Possible Evilginx/EvilGoPhish Domain (Unverified),43.162.114.107
ggkokk.top,Possible PentAGI Domain (Unverified),192.253.225.181
gideon-overwatch.info,Possible Hak5 Cloud C2 Domain (Unverified),212.227.251.175
gifted-torvalds.34-94-66-132.plesk.page,Possible Reverse_SSH Domain (Unverified),34.94.66.132
git.citrusice.duckdns.org,Possible wstunnel Domain (Unverified),150.109.114.240
github.realmicrosoftest.com,Possible AdaptixC2 Domain (Unverified),83.229.120.106
gitra1n.com,Possible Hak5 Cloud C2 Domain (Unverified),172.105.85.61
glassfyuserwork.com,Possible DinDoor Domain (Unverified),141.255.164.33
gldbrt.com,Possible AsyncRAT Domain (Unverified),213.209.159.91
golnk.xyz,Possible BurpSuite Collaborator Domain (Unverified),91.120.23.153
google.mzetechnetwork.com,Possible CyberStrikeAI Domain (Unverified),198.44.33.152
googlestatic.co,Possible Pupy RAT Domain (Unverified),18.167.174.198
gpm.tuanphat.vn,Possible Xalgorix Domain (Unverified),116.101.238.175
groomleaf.com,Possible DinDoor Domain (Unverified),93.152.223.158
group-nms.com,Possible AdaptixC2 Domain (Unverified),176.125.243.105
gt.hjcsvip.cn,Possible PentAGI Domain (Unverified),199.7.140.65
gts.pentagirls.gay,Possible PentAGI Domain (Unverified),192.99.194.141
gui.gexoa.zip,Possible AdaptixC2 Domain (Unverified),203.161.55.41
ha.leescraig.com,Possible Cairn Domain (Unverified),122.106.154.82
hackthegerm.com,Possible Hak5 Cloud C2 Domain (Unverified),3.104.135.43
hacktics.boo,Possible BurpSuite Collaborator Domain (Unverified),135.236.154.125
haiyan.wttkkb.cn,Possible CyberStrikeAI Domain (Unverified),38.6.103.76
haiyan.wttkkb.cn,Possible PentAGI Domain (Unverified),38.6.103.76
hb3i.info,Possible PureRAT Domain (Unverified),45.192.226.20
hb3j.info,Possible PureRAT Domain (Unverified),45.192.226.20
healthydefinitetrunk.com,Possible DinDoor Domain (Unverified),138.124.240.77
heatmr.info,Possible Reverse_SSH Domain (Unverified),195.24.64.6
hendakhelifi.com,Possible DinDoor Domain (Unverified),179.43.169.8
heuristic-cori.146-70-87-23.plesk.page,Possible AdaptixC2 Domain (Unverified),146.70.87.23
hfghfghgfj.duckdns.org,Possible PureRAT Domain (Unverified),176.96.137.11
hgsdagent.dzymw.top,Possible CyberStrikeAI Domain (Unverified),151.243.126.14
hk4.catzl.top,Possible CyberStrikeAI Domain (Unverified),103.141.225.244
hkmc.shop,Possible Havoc Domain (Unverified),20.2.140.201
hmcshd.rx989.com,Possible PureRAT Domain (Unverified),183.90.187.73
hnblogy.sk,Possible CyberStrikeAI Domain (Unverified),139.162.179.198
hongzhitrading.cn,Possible CyberStrikeAI Domain (Unverified),43.156.186.213
hook.wxyang.one,Possible CyberStrikeAI Domain (Unverified),107.173.58.198
hotdog.ng-vtt.com,Possible BurpSuite Collaborator Domain (Unverified),40.81.131.0
hotel14.club,Possible Hak5 Cloud C2 Domain (Unverified),184.72.240.125
houmakoskg.com,Possible PureRAT Domain (Unverified),45.139.104.26
ht.8n8b.cc,Possible PureRAT Domain (Unverified),103.43.11.40
ht.waitress.cc,Possible CyberStrikeAI Domain (Unverified),207.57.128.196
htefasp.ru,Possible BurpSuite Collaborator Domain (Unverified),139.59.135.3
hunt.wolfpacksecurity.co,Possible BurpSuite Collaborator Domain (Unverified),3.17.46.85
hylgeai.com,Possible Deimos Domain (Unverified),8.217.217.243
i.pelenq.by,Possible Evilginx/EvilGoPhish Domain (Unverified),178.172.173.84
i.slurpthe.net,Possible BurpSuite Collaborator Domain (Unverified),44.196.222.104
i.welp.my,Possible Ligolo-ng Domain (Unverified),196.251.121.120
i.ywh.at,Possible BurpSuite Collaborator Domain (Unverified),51.210.233.219
iadke.com,Possible CyberStrikeAI Domain (Unverified),47.98.51.21
idlevalor.com,Possible PentAGI Domain (Unverified),66.45.243.142
iff-akademie.com,Possible PentAGI Domain (Unverified),116.203.127.47
ilikewomenon.top,Possible AsyncRAT Domain (Unverified),194.26.192.153
img.7h77.vip,Possible CyberStrikeAI Domain (Unverified),23.95.190.126
infallible-wilbur.148-113-37-158.plesk.page,Possible Ligolo-ng Domain (Unverified),148.113.37.158
info.luis.industrydocspro990.business,Possible DevilGinx Domain (Unverified),185.212.128.169
info.luis.industrydocspro990.business,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.169
info4pdf.com,Possible AsyncRAT Domain (Unverified),147.93.191.75
infotest.jp,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.150
infotest.jp,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.158
innovationbuilder.site,Possible PureRAT Domain (Unverified),195.177.94.233
internalaicaller.com,Possible PureRAT Domain (Unverified),84.200.91.170
ios.logapi.co,Possible PentAGI Domain (Unverified),107.149.91.167
ip-170-205-30-185.my-advin.com,Possible CyberStrikeAI Domain (Unverified),170.205.30.185
ip6v.com,Possible Reverse_SSH Domain (Unverified),118.107.44.140
ipv4.ippug.com,Possible Ligolo-ng Domain (Unverified),38.80.148.157
ispolic.com,Possible AsyncRAT Domain (Unverified),80.190.77.86
it-durbar-test.ktm.yetiappcloud.com,Possible Xalgorix Domain (Unverified),45.115.217.4
it-security.mesa-auth.it,Possible Ligolo-ng Domain (Unverified),89.116.31.27
itangzx.com,Possible PentAGI Domain (Unverified),82.156.213.218
iuj.pw,Possible BurpSuite Collaborator Domain (Unverified),54.37.136.82
jarvis.ibuildproduct.com,Possible Xalgorix Domain (Unverified),20.16.180.15
jarvisxau.mooo.com,Possible CyberStrikeAI Domain (Unverified),64.176.56.92
jialiang.ren,Possible Ligolo-ng Domain (Unverified),47.99.68.2
jiatanuotuoya.site,Possible CyberStrikeAI Domain (Unverified),119.91.45.82
joeysec.top,Possible CyberStrikeAI Domain (Unverified),154.8.225.47
jpbnbit.cc,Possible AsyncRAT Domain (Unverified),185.34.147.32
js.518.fun,Possible PentAGI Domain (Unverified),202.61.160.144
js.cyberstrategists.org,Possible BurpSuite Collaborator Domain (Unverified),34.205.215.147
js.innovativesecurity.org,Possible BurpSuite Collaborator Domain (Unverified),18.209.205.211
js.protechdefensesolutions.com,Possible BurpSuite Collaborator Domain (Unverified),54.161.221.240
jyhy666.work,Possible Bianlian Go Trojan Domain (Unverified),122.51.212.92
k2lnt.ru,Possible Evilginx/EvilGoPhish Domain (Unverified),82.146.37.83
kaiyun-spotrs.com,Possible PentAGI Domain (Unverified),154.89.195.218
karpatiat.net,Possible BurpSuite Collaborator Domain (Unverified),94.237.12.223
kaxbdu6svrd2ngbw.com,Possible BurpSuite Collaborator Domain (Unverified),153.127.202.149
kekeda.group,Possible PentAGI Domain (Unverified),47.109.63.250
khata.jaisalmerbookings.com,Possible Metasploit Domain (Unverified),51.195.105.59
kibana.swarmy.team,Possible BurpSuite Collaborator Domain (Unverified),31.44.88.158
kinezziovirtualmemory.com,Possible DinDoor Domain (Unverified),91.92.43.193
kippah.wizardtools.ai,Possible Cairn Domain (Unverified),68.171.204.20
kiro.sakanapi.cn,Possible CyberStrikeAI Domain (Unverified),38.244.44.222
kksss.lol,Possible PureRAT Domain (Unverified),186.240.202.85
kloverlove.top,Possible PureRAT Domain (Unverified),178.16.55.133
kpa.pw,Possible BurpSuite Collaborator Domain (Unverified),37.60.241.125
krollab.kroll-testing.com,Possible BurpSuite Collaborator Domain (Unverified),3.97.181.133
ksksc.top,Possible CyberStrikeAI Domain (Unverified),185.216.119.244
kurodanastw.direct.quickconnect.to,Possible Ligolo-ng Domain (Unverified),114.32.125.20
kvn.smirnovsfamily.ru,Possible PentAGI Domain (Unverified),185.106.93.76
l.e-secureapp.com,Possible BurpSuite Collaborator Domain (Unverified),35.177.199.204
l.prod.burpcloth.infosec.a2z.com,Possible BurpSuite Collaborator Domain (Unverified),44.254.210.57
l4j.me,Possible BurpSuite Collaborator Domain (Unverified),51.91.79.105
lab.wangdun.cn,Possible Viper Domain (Unverified),111.170.148.134
leonarduck.ru,Possible CyberStrikeAI Domain (Unverified),185.72.146.97
lg.miami.profitserver.net,Possible CyberStrikeAI Domain (Unverified),5.34.178.57
life-mc.space,Possible Mythic Domain (Unverified),31.77.145.53
lima.pt3.io,Possible BurpSuite Collaborator Domain (Unverified),142.132.235.229
linkdoke.com,Possible DinDoor Domain (Unverified),91.92.43.196
linkedinr.com,Possible DinDoor Domain (Unverified),93.152.223.242
links.carlu.com.mx,Possible Ligolo-ng Domain (Unverified),20.121.198.242
linzhiyong.online,Possible CyberStrikeAI Domain (Unverified),8.137.125.2
live.microsoftonline.gexoa.zip,Possible AdaptixC2 Domain (Unverified),203.161.57.75
lkn2025.cn,Possible CyberStrikeAI Domain (Unverified),43.138.216.83
ln38.ln.pt.y-sec.org,Possible BurpSuite Collaborator Domain (Unverified),63.186.89.51
lndayday.top,Possible PentAGI Domain (Unverified),43.242.130.97
localghost.world,Possible AdaptixC2 Domain (Unverified),107.175.87.234
logicc.duckdns.org,Possible CyberStrikeAI Domain (Unverified),117.72.26.79
login.prefchern.com,Possible Evilginx/EvilGoPhish Domain (Unverified),70.153.18.45
login.shareport.website,Possible Evilginx/EvilGoPhish Domain (Unverified),64.20.61.215
lookup.teigigutesiegel.at,Possible Hak5 Cloud C2 Domain (Unverified),91.239.118.157
lucknode.shop,Possible CyberStrikeAI Domain (Unverified),84.54.3.198
luki.pw,Possible BurpSuite Collaborator Domain (Unverified),3.74.210.169
m.b8q.me,Possible BurpSuite Collaborator Domain (Unverified),51.195.217.12
m.bjdqz.cn,Possible CyberStrikeAI Domain (Unverified),38.6.103.75
m.bjdqz.cn,Possible PentAGI Domain (Unverified),38.6.103.75
m.de.discoverprotect.business,Possible DevilGinx Domain (Unverified),185.212.128.32
m.de.discoverprotect.business,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.32
m.phil.wrt.siliconbulknes.business,Possible DevilGinx Domain (Unverified),185.212.129.23
m.phil.wrt.siliconbulknes.business,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.129.23
m.studct.com,Possible CyberStrikeAI Domain (Unverified),177.211.86.216
m.swellcss.com,Possible BurpSuite Collaborator Domain (Unverified),20.204.67.121
m1.securityarsenal.com,Possible Mythic Domain (Unverified),99.92.203.162
mail.astoncottage.co.uk,Possible Metasploit Domain (Unverified),79.137.34.141
mail.guyan.icu,Possible CyberStrikeAI Domain (Unverified),38.55.194.110
mail.kibonsoft.com,Possible PentAGI Domain (Unverified),59.152.125.118
mail.mail.burp.mtest.no,Possible BurpSuite Collaborator Domain (Unverified),94.127.56.232
mail.mail.burpcol.versprite.services,Possible BurpSuite Collaborator Domain (Unverified),50.116.39.56
mail.mail.mail.mail.burp.cirosec.com,Possible BurpSuite Collaborator Domain (Unverified),195.243.60.207
mail.mail.mail.mail.mail.bc.on2.us,Possible BurpSuite Collaborator Domain (Unverified),104.155.53.206
mail.mail.mail.mail.mail.bf.gy,Possible BurpSuite Collaborator Domain (Unverified),52.11.119.103
mail.mail.mail.mail.mail.burp.schellman.info,Possible BurpSuite Collaborator Domain (Unverified),34.233.59.171
mail.mail.mail.mail.mail.mail.mail.collab.threatunit.net,Possible BurpSuite Collaborator Domain (Unverified),44.206.215.180
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.burp.mpt.veracodelabs.com,Possible BurpSuite Collaborator Domain (Unverified),34.195.200.154
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.net-spi.com,Possible BurpSuite Collaborator Domain (Unverified),3.143.96.203
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.bhisco.com,Possible BurpSuite Collaborator Domain (Unverified),138.197.202.65
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.testdnscoll.testlt.pl,Possible BurpSuite Collaborator Domain (Unverified),85.255.10.103
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns4.aurainfosec-test.com,Possible BurpSuite Collaborator Domain (Unverified),52.65.148.12
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns.b.4a.io,Possible BurpSuite Collaborator Domain (Unverified),91.107.199.191
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.bhisco.com,Possible BurpSuite Collaborator Domain (Unverified),138.197.202.65
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.wiz8.com,Possible BurpSuite Collaborator Domain (Unverified),12.110.86.134
mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.burpcollab.gremwell.com,Possible BurpSuite Collaborator Domain (Unverified),151.106.50.58
mail.mail.mail.mail.mail.mail.ns.b.4a.io,Possible BurpSuite Collaborator Domain (Unverified),91.107.199.191
mail.mail.mail.mail.mail.mail.ns2.bftnz.com,Possible BurpSuite Collaborator Domain (Unverified),52.20.13.168
mail.mail.mail.ns1.burp.usd.de,Possible BurpSuite Collaborator Domain (Unverified),82.98.89.2
mail.mail.mail.x.scrt.pl,Possible BurpSuite Collaborator Domain (Unverified),139.162.149.137
mail.mail.mta-sts.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.coallaborator.net,Possible BurpSuite Collaborator Domain (Unverified),34.205.242.255
mail.mail.ns1.burp.usd.de,Possible BurpSuite Collaborator Domain (Unverified),82.98.89.2
mail.mail.snpoc.com,Possible BurpSuite Collaborator Domain (Unverified),185.19.184.142
mail.ns1.bc.on2.us,Possible BurpSuite Collaborator Domain (Unverified),104.155.53.206
mail.ns1.cqo.ch,Possible BurpSuite Collaborator Domain (Unverified),195.49.25.218
mail.pawelbrothers.com,Possible CyberStrikeAI Domain (Unverified),194.233.82.177
mail.polofox.eu.cc,Possible Xalgorix Domain (Unverified),172.245.123.119
mail01.friedrichs.fr,Possible PureRAT Domain (Unverified),2.59.134.119
mail3.focofiscal.store,Possible Ligolo-ng Domain (Unverified),77.83.199.249
mall.christianolivo.com,Possible PureRAT Domain (Unverified),192.252.187.56
map.pwny.world,Possible Sliver Domain (Unverified),82.165.79.60
martin902.com,Possible Hak5 Cloud C2 Domain (Unverified),51.68.220.158
mazartest.diwanstechsol.com,Possible Mythic Domain (Unverified),159.198.75.180
mcs.odin.creativecloud-accountadobe.com,Possible Evilginx/EvilGoPhish Domain (Unverified),157.230.7.115
md.vavle.fun,Possible PureRAT Domain (Unverified),80.97.160.38
meairsk.com,Possible AdaptixC2 Domain (Unverified),166.1.249.50
melatransit.mekashatechnologies.com,Possible PentAGI Domain (Unverified),173.212.215.22
memos000.apps.0xw.app,Possible CyberStrikeAI Domain (Unverified),89.117.53.19
mesh.liveinvite.top,Possible AdaptixC2 Domain (Unverified),107.173.160.185
metabook-br.app,Possible Havoc Domain (Unverified),198.13.158.57
meteo.gheza.net,Possible Hak5 Cloud C2 Domain (Unverified),94.185.79.214
mikkitygram.fun,Possible PentAGI Domain (Unverified),154.37.220.178
mitmchat.com,Possible Havoc Domain (Unverified),185.130.45.240
mn.breeck.cn,Possible CyberStrikeAI Domain (Unverified),120.26.30.126
moot2.cc.cd,Possible AsyncRAT Domain (Unverified),46.40.193.169
morganite.co.il,Possible PentAGI Domain (Unverified),157.90.75.168
mosgorizbirkon.ru,Possible AdaptixC2 Domain (Unverified),89.110.91.35
mpanel.nugopac.net,Possible PureRAT Domain (Unverified),176.96.138.2
mta-sts.mc.prom-alliance.com,Possible PureRAT Domain (Unverified),45.9.12.6
mta1.shayassets.com,Possible DevilGinx Domain (Unverified),185.212.128.170
mta1.shayassets.com,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.170
music.0office.top,Possible wstunnel Domain (Unverified),38.22.235.75
muvmdq.easypanel.host,Possible CyberStrikeAI Domain (Unverified),156.239.41.9
mvtasas.duckdns.org,Possible Metasploit Domain (Unverified),181.225.255.18
my.trusend.net,Possible CyberStrikeAI Domain (Unverified),46.250.248.125
mylopet.store,Possible Pupy RAT Domain (Unverified),136.248.112.114
mythic.xw.rs,Possible Mythic Domain (Unverified),45.92.158.150
myusabank.com,Possible BurpSuite Collaborator Domain (Unverified),52.54.233.33
